month,PSA,OFFENSE,crimes
2019-05-01,306,burglary,0
2019-05-01,306,homicide,0
2019-05-01,306,motor vehicle theft,11
2019-05-01,306,robbery,2
2019-05-01,306,sex abuse,0
2019-05-01,306,theft f/auto,19
2019-05-01,306,theft/other,11
2019-05-01,307,arson,0
2019-05-01,307,assault w/dangerous weapon,1
2019-05-01,307,burglary,1
2019-05-01,307,homicide,0
2019-05-01,307,motor vehicle theft,2
2019-05-01,307,robbery,3
2019-05-01,307,sex abuse,0
2019-05-01,307,theft f/auto,42
2019-05-01,307,theft/other,33
2019-05-01,308,arson,0
2019-05-01,308,assault w/dangerous weapon,3
2019-05-01,308,burglary,3
2019-05-01,308,homicide,0
2019-05-01,308,motor vehicle theft,4
2019-05-01,308,robbery,6
2019-05-01,308,sex abuse,0
2019-05-01,308,theft f/auto,24
2019-05-01,308,theft/other,26
2019-05-01,401,arson,0
2019-05-01,401,assault w/dangerous weapon,2
2019-05-01,401,burglary,1
2019-05-01,401,homicide,0
2019-05-01,401,motor vehicle theft,2
2019-05-01,401,robbery,2
2019-05-01,401,sex abuse,0
2019-05-01,401,theft f/auto,21
2019-05-01,401,theft/other,21
2019-05-01,402,arson,0
2019-05-01,402,assault w/dangerous weapon,0
2019-05-01,402,burglary,0
2019-05-01,402,homicide,0
2019-05-01,402,motor vehicle theft,1
2019-05-01,402,robbery,8
2019-05-01,402,sex abuse,0
2019-05-01,402,theft f/auto,9
2019-05-01,402,theft/other,24
2019-05-01,403,arson,0
2019-05-01,403,assault w/dangerous weapon,2
2019-05-01,403,burglary,3
2019-05-01,403,homicide,0
2019-05-01,403,motor vehicle theft,4
2019-05-01,403,robbery,1
2019-05-01,403,sex abuse,0
2019-05-01,403,theft f/auto,10
2019-05-01,403,theft/other,11
2019-05-01,404,arson,0
2019-05-01,404,assault w/dangerous weapon,1
2019-05-01,404,burglary,1
2019-05-01,404,homicide,0
2019-05-01,404,motor vehicle theft,4
2019-05-01,404,robbery,3
2019-05-01,404,sex abuse,0
2019-05-01,404,theft f/auto,7
2019-05-01,404,theft/other,30
2019-05-01,405,arson,0
2019-05-01,405,assault w/dangerous weapon,0
2019-05-01,405,burglary,1
2019-05-01,405,homicide,0
2019-05-01,405,motor vehicle theft,1
2019-05-01,405,robbery,3
2019-05-01,405,sex abuse,0
2019-05-01,405,theft f/auto,8
2019-05-01,405,theft/other,3
2019-05-01,406,arson,0
2019-05-01,406,assault w/dangerous weapon,1
2019-05-01,406,burglary,1
2019-05-01,406,homicide,0
2019-05-01,406,motor vehicle theft,0
2019-05-01,406,robbery,1
2019-05-01,406,sex abuse,1
2019-05-01,406,theft f/auto,6
2019-05-01,406,theft/other,16
2019-05-01,407,arson,0
2019-05-01,407,assault w/dangerous weapon,0
2019-05-01,407,burglary,3
2019-05-01,407,homicide,0
2019-05-01,407,motor vehicle theft,2
2019-05-01,407,robbery,2
2019-05-01,407,sex abuse,0
2019-05-01,407,theft f/auto,6
2019-05-01,407,theft/other,22
2019-05-01,408,arson,0
2019-05-01,408,assault w/dangerous weapon,1
2019-05-01,408,burglary,2
2019-05-01,408,homicide,0
2019-05-01,408,motor vehicle theft,1
2019-05-01,408,robbery,2
2019-05-01,408,sex abuse,1
2019-05-01,408,theft f/auto,7
2019-05-01,408,theft/other,11
2019-05-01,409,arson,0
2019-05-01,409,assault w/dangerous weapon,1
2019-05-01,409,burglary,1
2019-05-01,409,homicide,0
2019-05-01,409,motor vehicle theft,3
2019-05-01,409,robbery,2
2019-05-01,409,sex abuse,0
2019-05-01,409,theft f/auto,12
2019-05-01,409,theft/other,10
2019-05-01,501,arson,0
2019-05-01,501,assault w/dangerous weapon,3
2019-05-01,501,burglary,2
2019-05-01,501,homicide,0
2019-05-01,501,motor vehicle theft,2
2019-05-01,501,robbery,2
2019-05-01,501,sex abuse,0
2019-05-01,501,theft f/auto,21
2019-05-01,501,theft/other,30
2019-05-01,502,arson,0
2019-05-01,502,assault w/dangerous weapon,6
2019-05-01,502,burglary,7
2019-05-01,502,homicide,1
2019-05-01,502,motor vehicle theft,2
2019-05-01,502,robbery,4
2019-05-01,502,sex abuse,0
2019-05-01,502,theft f/auto,10
2019-05-01,502,theft/other,20
2019-05-01,503,arson,0
2019-05-01,503,assault w/dangerous weapon,3
2019-05-01,503,burglary,2
2019-05-01,503,homicide,0
2019-05-01,503,motor vehicle theft,8
2019-05-01,503,robbery,6
2019-05-01,503,sex abuse,0
2019-05-01,503,theft f/auto,28
2019-05-01,503,theft/other,23
2019-05-01,504,arson,0
2019-05-01,504,assault w/dangerous weapon,1
2019-05-01,504,burglary,1
2019-05-01,504,homicide,0
2019-05-01,504,motor vehicle theft,2
2019-05-01,504,robbery,1
2019-05-01,504,sex abuse,0
2019-05-01,504,theft f/auto,9
2019-05-01,504,theft/other,10
2019-05-01,505,arson,0
2019-05-01,505,assault w/dangerous weapon,2
2019-05-01,505,burglary,0
2019-05-01,505,homicide,0
2019-05-01,505,motor vehicle theft,0
2019-05-01,505,robbery,3
2019-05-01,505,sex abuse,0
2019-05-01,505,theft f/auto,3
2019-05-01,505,theft/other,42
2019-05-01,506,arson,1
2019-05-01,506,assault w/dangerous weapon,6
2019-05-01,506,burglary,3
2019-05-01,506,homicide,0
2019-05-01,506,motor vehicle theft,3
2019-05-01,506,robbery,4
2019-05-01,506,sex abuse,0
2019-05-01,506,theft f/auto,19
2019-05-01,506,theft/other,26
2019-05-01,507,arson,1
2019-05-01,507,assault w/dangerous weapon,8
2019-05-01,507,burglary,4
2019-05-01,507,homicide,0
2019-05-01,507,motor vehicle theft,3
2019-05-01,507,robbery,11
2019-05-01,507,sex abuse,1
2019-05-01,507,theft f/auto,7
2019-05-01,507,theft/other,31
2019-05-01,601,arson,0
2019-05-01,601,assault w/dangerous weapon,3
2019-05-01,601,burglary,0
2019-05-01,601,homicide,0
2019-05-01,601,motor vehicle theft,3
2019-05-01,601,robbery,4
2019-05-01,601,sex abuse,0
2019-05-01,601,theft f/auto,6
2019-05-01,601,theft/other,4
2019-05-01,602,arson,0
2019-05-01,602,assault w/dangerous weapon,5
2019-05-01,602,burglary,1
2019-05-01,602,homicide,0
2019-05-01,602,motor vehicle theft,7
2019-05-01,602,robbery,10
2019-05-01,602,sex abuse,1
2019-05-01,602,theft f/auto,9
2019-05-01,602,theft/other,28
2019-05-01,603,arson,0
2019-05-01,603,assault w/dangerous weapon,7
2019-05-01,603,burglary,4
2019-05-01,603,homicide,1
2019-05-01,603,motor vehicle theft,10
2019-05-01,603,robbery,3
2019-05-01,603,sex abuse,0
2019-05-01,603,theft f/auto,10
2019-05-01,603,theft/other,24
2019-05-01,604,arson,0
2019-05-01,604,assault w/dangerous weapon,5
2019-05-01,604,burglary,4
2019-05-01,604,homicide,1
2019-05-01,604,motor vehicle theft,6
2019-05-01,604,robbery,5
2019-05-01,604,sex abuse,2
2019-05-01,604,theft f/auto,8
2019-05-01,604,theft/other,9
2019-05-01,605,arson,0
2019-05-01,605,assault w/dangerous weapon,5
2019-05-01,605,burglary,2
2019-05-01,605,homicide,0
2019-05-01,605,motor vehicle theft,11
2019-05-01,605,robbery,3
2019-05-01,605,sex abuse,0
2019-05-01,605,theft f/auto,11
2019-05-01,605,theft/other,14
2019-05-01,606,arson,0
2019-05-01,606,assault w/dangerous weapon,2
2019-05-01,606,burglary,2
2019-05-01,606,homicide,0
2019-05-01,606,motor vehicle theft,1
2019-05-01,606,robbery,0
2019-05-01,606,sex abuse,0
2019-05-01,606,theft f/auto,11
2019-05-01,606,theft/other,22
2019-05-01,607,arson,0
2019-05-01,607,assault w/dangerous weapon,9
2019-05-01,607,burglary,9
2019-05-01,607,homicide,0
2019-05-01,607,motor vehicle theft,7
2019-05-01,607,robbery,3
2019-05-01,607,sex abuse,2
2019-05-01,607,theft f/auto,12
2019-05-01,607,theft/other,22
2019-05-01,608,arson,0
2019-05-01,608,assault w/dangerous weapon,13
2019-05-01,608,burglary,2
2019-05-01,608,homicide,0
2019-05-01,608,motor vehicle theft,3
2019-05-01,608,robbery,6
2019-05-01,608,sex abuse,0
2019-05-01,608,theft f/auto,6
2019-05-01,608,theft/other,24
2019-05-01,701,arson,1
2019-05-01,701,assault w/dangerous weapon,1
2019-05-01,701,burglary,1
2019-05-01,701,homicide,0
2019-05-01,701,motor vehicle theft,1
2019-05-01,701,robbery,2
2019-05-01,701,sex abuse,0
2019-05-01,701,theft f/auto,9
2019-05-01,701,theft/other,15
2019-05-01,702,arson,0
2019-05-01,702,assault w/dangerous weapon,3
2019-05-01,702,burglary,2
2019-05-01,702,homicide,0
2019-05-01,702,motor vehicle theft,1
2019-05-01,702,robbery,4
2019-05-01,702,sex abuse,0
2019-05-01,702,theft f/auto,3
2019-05-01,702,theft/other,13
2019-05-01,703,arson,0
2019-05-01,703,assault w/dangerous weapon,4
2019-05-01,703,burglary,2
2019-05-01,703,homicide,2
2019-05-01,703,motor vehicle theft,2
2019-05-01,703,robbery,3
2019-05-01,703,sex abuse,0
2019-05-01,703,theft f/auto,6
2019-05-01,703,theft/other,9
2019-05-01,704,arson,0
2019-05-01,704,assault w/dangerous weapon,4
2019-05-01,704,burglary,1
2019-05-01,704,homicide,1
2019-05-01,704,motor vehicle theft,2
2019-05-01,704,robbery,3
2019-05-01,704,sex abuse,1
2019-05-01,704,theft f/auto,7
2019-05-01,704,theft/other,13
2019-05-01,705,arson,0
2019-05-01,705,assault w/dangerous weapon,5
2019-05-01,705,burglary,0
2019-05-01,705,homicide,1
2019-05-01,705,motor vehicle theft,1
2019-05-01,705,robbery,3
2019-05-01,705,sex abuse,2
2019-05-01,705,theft f/auto,5
2019-05-01,705,theft/other,6
2019-05-01,706,arson,0
2019-05-01,706,assault w/dangerous weapon,5
2019-05-01,706,burglary,0
2019-05-01,706,homicide,1
2019-05-01,706,motor vehicle theft,6
2019-05-01,706,robbery,5
2019-05-01,706,sex abuse,1
2019-05-01,706,theft f/auto,5
2019-05-01,706,theft/other,12
2019-05-01,707,arson,0
2019-05-01,707,assault w/dangerous weapon,1
2019-05-01,707,burglary,3
2019-05-01,707,homicide,1
2019-05-01,707,motor vehicle theft,2
2019-05-01,707,robbery,0
2019-05-01,707,sex abuse,1
2019-05-01,707,theft f/auto,3
2019-05-01,707,theft/other,14
2019-05-01,708,arson,0
2019-05-01,708,assault w/dangerous weapon,4
2019-05-01,708,burglary,0
2019-05-01,708,homicide,0
2019-05-01,708,motor vehicle theft,3
2019-05-01,708,robbery,3
2019-05-01,708,sex abuse,2
2019-05-01,708,theft f/auto,8
2019-05-01,708,theft/other,19
2019-05-01,NA,arson,0
2019-05-01,NA,assault w/dangerous weapon,0
2019-05-01,NA,burglary,0
2019-05-01,NA,homicide,0
2019-05-01,NA,motor vehicle theft,0
2019-05-01,NA,robbery,0
2019-05-01,NA,sex abuse,0
2019-05-01,NA,theft f/auto,0
2019-05-01,NA,theft/other,0
2019-06-01,101,arson,0
2019-06-01,101,assault w/dangerous weapon,2
2019-06-01,101,burglary,0
2019-06-01,101,homicide,0
2019-06-01,101,motor vehicle theft,0
2019-06-01,101,robbery,8
2019-06-01,101,sex abuse,1
2019-06-01,101,theft f/auto,9
2019-06-01,101,theft/other,33
2019-06-01,102,arson,0
2019-06-01,102,assault w/dangerous weapon,2
2019-06-01,102,burglary,0
2019-06-01,102,homicide,1
2019-06-01,102,motor vehicle theft,2
2019-06-01,102,robbery,0
2019-06-01,102,sex abuse,0
2019-06-01,102,theft f/auto,17
2019-06-01,102,theft/other,31
2019-06-01,103,arson,0
2019-06-01,103,assault w/dangerous weapon,0
2019-06-01,103,burglary,0
2019-06-01,103,homicide,0
2019-06-01,103,motor vehicle theft,1
2019-06-01,103,robbery,1
2019-06-01,103,sex abuse,1
2019-06-01,103,theft f/auto,10
2019-06-01,103,theft/other,11
2019-06-01,104,arson,0
2019-06-01,104,assault w/dangerous weapon,0
2019-06-01,104,burglary,5
2019-06-01,104,homicide,0
2019-06-01,104,motor vehicle theft,5
2019-06-01,104,robbery,7
2019-06-01,104,sex abuse,2
2019-06-01,104,theft f/auto,15
2019-06-01,104,theft/other,27
2019-06-01,105,arson,0
2019-06-01,105,assault w/dangerous weapon,3
2019-06-01,105,burglary,0
2019-06-01,105,homicide,0
2019-06-01,105,motor vehicle theft,2
2019-06-01,105,robbery,3
2019-06-01,105,sex abuse,1
2019-06-01,105,theft f/auto,2
2019-06-01,105,theft/other,14
2019-06-01,106,arson,0
2019-06-01,106,assault w/dangerous weapon,1
2019-06-01,106,burglary,3
2019-06-01,106,homicide,2
2019-06-01,106,motor vehicle theft,4
2019-06-01,106,robbery,4
2019-06-01,106,sex abuse,0
2019-06-01,106,theft f/auto,28
2019-06-01,106,theft/other,64
2019-06-01,107,arson,0
2019-06-01,107,assault w/dangerous weapon,3
2019-06-01,107,burglary,6
2019-06-01,107,homicide,0
2019-06-01,107,motor vehicle theft,4
2019-06-01,107,robbery,2
2019-06-01,107,sex abuse,0
2019-06-01,107,theft f/auto,25
2019-06-01,107,theft/other,30
2019-06-01,108,arson,0
2019-06-01,108,assault w/dangerous weapon,0
2019-06-01,108,burglary,5
2019-06-01,108,homicide,0
2019-06-01,108,motor vehicle theft,1
2019-06-01,108,robbery,2
2019-06-01,108,sex abuse,0
2019-06-01,108,theft f/auto,25
2019-06-01,108,theft/other,16
2019-06-01,201,arson,0
2019-06-01,201,assault w/dangerous weapon,0
2019-06-01,201,burglary,2
2019-06-01,201,homicide,0
2019-06-01,201,motor vehicle theft,0
2019-06-01,201,robbery,0
2019-06-01,201,sex abuse,0
2019-06-01,201,theft f/auto,3
2019-06-01,201,theft/other,10
2019-06-01,202,arson,0
2019-06-01,202,assault w/dangerous weapon,0
2019-06-01,202,burglary,3
2019-06-01,202,homicide,1
2019-06-01,202,motor vehicle theft,2
2019-06-01,202,robbery,0
2019-06-01,202,sex abuse,0
2019-06-01,202,theft f/auto,17
2019-06-01,202,theft/other,26
2019-06-01,203,arson,0
2019-06-01,203,assault w/dangerous weapon,0
2019-06-01,203,burglary,2
2019-06-01,203,homicide,0
2019-06-01,203,motor vehicle theft,0
2019-06-01,203,robbery,1
2019-06-01,203,sex abuse,0
2019-06-01,203,theft f/auto,10
2019-06-01,203,theft/other,34
2019-06-01,204,arson,0
2019-06-01,204,assault w/dangerous weapon,2
2019-06-01,204,burglary,2
2019-06-01,204,homicide,0
2019-06-01,204,motor vehicle theft,2
2019-06-01,204,robbery,2
2019-06-01,204,sex abuse,0
2019-06-01,204,theft f/auto,9
2019-06-01,204,theft/other,17
2019-06-01,205,arson,0
2019-06-01,205,assault w/dangerous weapon,1
2019-06-01,205,burglary,2
2019-06-01,205,homicide,0
2019-06-01,205,motor vehicle theft,2
2019-06-01,205,robbery,0
2019-06-01,205,sex abuse,0
2019-06-01,205,theft f/auto,2
2019-06-01,205,theft/other,6
2019-06-01,206,arson,0
2019-06-01,206,assault w/dangerous weapon,1
2019-06-01,206,burglary,1
2019-06-01,206,homicide,0
2019-06-01,206,motor vehicle theft,1
2019-06-01,206,robbery,2
2019-06-01,206,sex abuse,0
2019-06-01,206,theft f/auto,33
2019-06-01,206,theft/other,71
2019-06-01,207,arson,0
2019-06-01,207,assault w/dangerous weapon,4
2019-06-01,207,burglary,5
2019-06-01,207,homicide,0
2019-06-01,207,motor vehicle theft,3
2019-06-01,207,robbery,2
2019-06-01,207,sex abuse,0
2019-06-01,207,theft f/auto,21
2019-06-01,207,theft/other,83
2019-06-01,208,arson,0
2019-06-01,208,assault w/dangerous weapon,4
2019-06-01,208,burglary,3
2019-06-01,208,homicide,0
2019-06-01,208,motor vehicle theft,3
2019-06-01,208,robbery,5
2019-06-01,208,sex abuse,2
2019-06-01,208,theft f/auto,45
2019-06-01,208,theft/other,62
2019-06-01,209,arson,0
2019-06-01,209,assault w/dangerous weapon,3
2019-06-01,209,burglary,0
2019-06-01,209,homicide,0
2019-06-01,209,motor vehicle theft,1
2019-06-01,209,robbery,6
2019-06-01,209,sex abuse,0
2019-06-01,209,theft f/auto,9
2019-06-01,209,theft/other,96
2019-06-01,301,arson,0
2019-06-01,301,assault w/dangerous weapon,1
2019-06-01,301,burglary,2
2019-06-01,301,homicide,1
2019-06-01,301,motor vehicle theft,2
2019-06-01,301,robbery,8
2019-06-01,301,sex abuse,0
2019-06-01,301,theft f/auto,21
2019-06-01,301,theft/other,26
2019-06-01,302,arson,0
2019-06-01,302,assault w/dangerous weapon,7
2019-06-01,302,burglary,1
2019-06-01,302,homicide,0
2019-06-01,302,motor vehicle theft,5
2019-06-01,302,robbery,5
2019-06-01,302,sex abuse,0
2019-06-01,302,theft f/auto,22
2019-06-01,302,theft/other,62
2019-06-01,303,arson,0
2019-06-01,303,assault w/dangerous weapon,5
2019-06-01,303,burglary,3
2019-06-01,303,homicide,0
2019-06-01,303,motor vehicle theft,1
2019-06-01,303,robbery,3
2019-06-01,303,sex abuse,0
2019-06-01,303,theft f/auto,13
2019-06-01,303,theft/other,31
2019-06-01,304,arson,0
2019-06-01,304,assault w/dangerous weapon,4
2019-06-01,304,burglary,1
2019-06-01,304,homicide,0
2019-06-01,304,motor vehicle theft,1
2019-06-01,304,robbery,7
2019-06-01,304,sex abuse,1
2019-06-01,304,theft f/auto,24
2019-06-01,304,theft/other,20
2019-06-01,305,arson,0
2019-06-01,305,assault w/dangerous weapon,2
2019-06-01,305,burglary,1
2019-06-01,305,homicide,0
2019-06-01,305,motor vehicle theft,7
2019-06-01,305,robbery,26
2019-06-01,305,sex abuse,1
2019-06-01,305,theft f/auto,50
2019-06-01,305,theft/other,44
2019-06-01,306,arson,0
2019-06-01,306,assault w/dangerous weapon,1
2019-06-01,306,burglary,4
2019-06-01,306,homicide,0
2019-06-01,306,motor vehicle theft,4
2019-06-01,306,robbery,7
2019-06-01,306,sex abuse,0
2019-06-01,306,theft f/auto,11
2019-06-01,306,theft/other,17
2019-06-01,307,arson,0
2019-06-01,307,assault w/dangerous weapon,2
2019-06-01,307,burglary,2
2019-06-01,307,homicide,0
2019-06-01,307,motor vehicle theft,3
2019-06-01,307,robbery,5
2019-06-01,307,sex abuse,0
2019-06-01,307,theft f/auto,29
2019-06-01,307,theft/other,23
2019-06-01,308,arson,0
2019-06-01,308,assault w/dangerous weapon,2
2019-06-01,308,burglary,2
2019-06-01,308,homicide,0
2019-06-01,308,motor vehicle theft,3
2019-06-01,308,robbery,9
2019-06-01,308,sex abuse,0
2019-06-01,308,theft f/auto,24
2019-06-01,308,theft/other,30
2019-06-01,401,arson,0
2019-06-01,401,assault w/dangerous weapon,1
2019-06-01,401,burglary,1
2019-06-01,401,homicide,0
2019-06-01,401,motor vehicle theft,3
2019-06-01,401,robbery,2
2019-06-01,401,sex abuse,1
2019-06-01,401,theft f/auto,8
2019-06-01,401,theft/other,15
2019-06-01,402,arson,0
2019-06-01,402,assault w/dangerous weapon,0
2019-06-01,402,burglary,1
2019-06-01,402,homicide,0
2019-06-01,402,motor vehicle theft,3
2019-06-01,402,robbery,4
2019-06-01,402,sex abuse,0
2019-06-01,402,theft f/auto,8
2019-06-01,402,theft/other,22
2019-06-01,403,arson,0
2019-06-01,403,assault w/dangerous weapon,4
2019-06-01,403,burglary,1
2019-06-01,403,homicide,0
2019-06-01,403,motor vehicle theft,2
2019-06-01,403,robbery,1
2019-06-01,403,sex abuse,0
2019-06-01,403,theft f/auto,10
2019-06-01,403,theft/other,14
2019-06-01,404,arson,0
2019-06-01,404,assault w/dangerous weapon,0
2019-06-01,404,burglary,1
2019-06-01,404,homicide,0
2019-06-01,404,motor vehicle theft,3
2019-06-01,404,robbery,4
2019-06-01,404,sex abuse,0
2019-06-01,404,theft f/auto,13
2019-06-01,404,theft/other,12
2019-06-01,405,arson,0
2019-06-01,405,assault w/dangerous weapon,0
2019-06-01,405,burglary,3
2019-06-01,405,homicide,0
2019-06-01,405,motor vehicle theft,2
2019-06-01,405,robbery,4
2019-06-01,405,sex abuse,0
2019-06-01,405,theft f/auto,8
2019-06-01,405,theft/other,11
2019-06-01,406,arson,0
2019-06-01,406,assault w/dangerous weapon,2
2019-06-01,406,burglary,2
2019-06-01,406,homicide,0
2019-06-01,406,motor vehicle theft,3
2019-06-01,406,robbery,3
2019-06-01,406,sex abuse,1
2019-06-01,406,theft f/auto,12
2019-06-01,406,theft/other,13
2019-06-01,407,arson,0
2019-06-01,407,assault w/dangerous weapon,3
2019-06-01,407,burglary,0
2019-06-01,407,homicide,1
2019-06-01,407,motor vehicle theft,3
2019-06-01,407,robbery,0
2019-06-01,407,sex abuse,0
2019-06-01,407,theft f/auto,9
2019-06-01,407,theft/other,17
2019-06-01,408,arson,0
2019-06-01,408,assault w/dangerous weapon,3
2019-06-01,408,burglary,1
2019-06-01,408,homicide,0
2019-06-01,408,motor vehicle theft,2
2019-06-01,408,robbery,1
2019-06-01,408,sex abuse,1
2019-06-01,408,theft f/auto,6
2019-06-01,408,theft/other,16
2019-06-01,409,arson,0
2019-06-01,409,assault w/dangerous weapon,0
2019-06-01,409,burglary,0
2019-06-01,409,homicide,2
2019-06-01,409,motor vehicle theft,4
2019-06-01,409,robbery,3
2019-06-01,409,sex abuse,0
2019-06-01,409,theft f/auto,9
2019-06-01,409,theft/other,12
2019-06-01,501,arson,0
2019-06-01,501,assault w/dangerous weapon,5
2019-06-01,501,burglary,2
2019-06-01,501,homicide,1
2019-06-01,501,motor vehicle theft,3
2019-06-01,501,robbery,3
2019-06-01,501,sex abuse,0
2019-06-01,501,theft f/auto,14
2019-06-01,501,theft/other,35
2019-06-01,502,arson,0
2019-06-01,502,assault w/dangerous weapon,5
2019-06-01,502,burglary,6
2019-06-01,502,homicide,0
2019-06-01,502,motor vehicle theft,0
2019-06-01,502,robbery,3
2019-06-01,502,sex abuse,0
2019-06-01,502,theft f/auto,16
2019-06-01,502,theft/other,22
2019-06-01,503,arson,0
2019-06-01,503,assault w/dangerous weapon,1
2019-06-01,503,burglary,3
2019-06-01,503,homicide,0
2019-06-01,503,motor vehicle theft,6
2019-06-01,503,robbery,4
2019-06-01,503,sex abuse,0
2019-06-01,503,theft f/auto,15
2019-06-01,503,theft/other,33
2019-06-01,504,arson,0
2019-06-01,504,assault w/dangerous weapon,4
2019-06-01,504,burglary,0
2019-06-01,504,homicide,0
2019-06-01,504,motor vehicle theft,2
2019-06-01,504,robbery,1
2019-06-01,504,sex abuse,0
2019-06-01,504,theft f/auto,14
2019-06-01,504,theft/other,16
2019-06-01,505,arson,0
2019-06-01,505,assault w/dangerous weapon,1
2019-06-01,505,burglary,0
2019-06-01,505,homicide,1
2019-06-01,505,motor vehicle theft,6
2019-06-01,505,robbery,4
2019-06-01,505,sex abuse,0
2019-06-01,505,theft f/auto,2
2019-06-01,505,theft/other,51
2019-06-01,506,arson,0
2019-06-01,506,assault w/dangerous weapon,5
2019-06-01,506,burglary,2
2019-06-01,506,homicide,0
2019-06-01,506,motor vehicle theft,8
2019-06-01,506,robbery,5
2019-06-01,506,sex abuse,1
2019-06-01,506,theft f/auto,15
2019-06-01,506,theft/other,26
2019-06-01,507,arson,0
2019-06-01,507,assault w/dangerous weapon,11
2019-06-01,507,burglary,0
2019-06-01,507,homicide,0
2019-06-01,507,motor vehicle theft,3
2019-06-01,507,robbery,6
2019-06-01,507,sex abuse,0
2019-06-01,507,theft f/auto,10
2019-06-01,507,theft/other,34
2019-06-01,601,arson,0
2019-06-01,601,assault w/dangerous weapon,4
2019-06-01,601,burglary,0
2019-06-01,601,homicide,0
2019-06-01,601,motor vehicle theft,4
2019-06-01,601,robbery,4
2019-06-01,601,sex abuse,0
2019-06-01,601,theft f/auto,6
2019-06-01,601,theft/other,8
2019-06-01,602,arson,0
2019-06-01,602,assault w/dangerous weapon,4
2019-06-01,602,burglary,5
2019-06-01,602,homicide,0
2019-06-01,602,motor vehicle theft,13
2019-06-01,602,robbery,9
2019-06-01,602,sex abuse,2
2019-06-01,602,theft f/auto,11
2019-06-01,602,theft/other,17
2019-06-01,603,arson,0
2019-06-01,603,assault w/dangerous weapon,6
2019-06-01,603,burglary,2
2019-06-01,603,homicide,0
2019-06-01,603,motor vehicle theft,6
2019-06-01,603,robbery,4
2019-06-01,603,sex abuse,0
2019-06-01,603,theft f/auto,16
2019-06-01,603,theft/other,24
2019-06-01,604,arson,0
2019-06-01,604,assault w/dangerous weapon,6
2019-06-01,604,burglary,0
2019-06-01,604,homicide,1
2019-06-01,604,motor vehicle theft,6
2019-06-01,604,robbery,5
2019-06-01,604,sex abuse,0
2019-06-01,604,theft f/auto,9
2019-06-01,604,theft/other,9
2019-06-01,605,arson,0
2019-06-01,605,assault w/dangerous weapon,4
2019-06-01,605,burglary,0
2019-06-01,605,homicide,0
2019-06-01,605,motor vehicle theft,3
2019-06-01,605,robbery,2
2019-06-01,605,sex abuse,0
2019-06-01,605,theft f/auto,18
2019-06-01,605,theft/other,19
2019-06-01,606,arson,0
2019-06-01,606,assault w/dangerous weapon,1
2019-06-01,606,burglary,1
2019-06-01,606,homicide,0
2019-06-01,606,motor vehicle theft,6
2019-06-01,606,robbery,0
2019-06-01,606,sex abuse,0
2019-06-01,606,theft f/auto,11
2019-06-01,606,theft/other,13
2019-06-01,607,arson,0
2019-06-01,607,assault w/dangerous weapon,0
2019-06-01,607,burglary,7
2019-06-01,607,homicide,0
2019-06-01,607,motor vehicle theft,7
2019-06-01,607,robbery,3
2019-06-01,607,sex abuse,0
2019-06-01,607,theft f/auto,11
2019-06-01,607,theft/other,16
2019-06-01,608,arson,0
2019-06-01,608,assault w/dangerous weapon,1
2019-06-01,608,burglary,3
2019-06-01,608,homicide,1
2019-06-01,608,motor vehicle theft,3
2019-06-01,608,robbery,6
2019-06-01,608,sex abuse,0
2019-06-01,608,theft f/auto,8
2019-06-01,608,theft/other,19
2019-06-01,701,arson,0
2019-06-01,701,assault w/dangerous weapon,0
2019-06-01,701,burglary,1
2019-06-01,701,homicide,0
2019-06-01,701,motor vehicle theft,1
2019-06-01,701,robbery,3
2019-06-01,701,sex abuse,0
2019-06-01,701,theft f/auto,4
2019-06-01,701,theft/other,6
2019-06-01,702,arson,0
2019-06-01,702,assault w/dangerous weapon,4
2019-06-01,702,burglary,1
2019-06-01,702,homicide,0
2019-06-01,702,motor vehicle theft,3
2019-06-01,702,robbery,1
2019-06-01,702,sex abuse,0
2019-06-01,702,theft f/auto,5
2019-06-01,702,theft/other,6
2019-06-01,703,arson,0
2019-06-01,703,assault w/dangerous weapon,1
2019-06-01,703,burglary,0
2019-06-01,703,homicide,0
2019-06-01,703,motor vehicle theft,3
2019-06-01,703,robbery,4
2019-06-01,703,sex abuse,0
2019-06-01,703,theft f/auto,5
2019-06-01,703,theft/other,6
2019-06-01,704,arson,1
2019-06-01,704,assault w/dangerous weapon,4
2019-06-01,704,burglary,1
2019-06-01,704,homicide,1
2019-06-01,704,motor vehicle theft,4
2019-06-01,704,robbery,3
2019-06-01,704,sex abuse,0
2019-06-01,704,theft f/auto,4
2019-06-01,704,theft/other,11
2019-06-01,705,arson,0
2019-06-01,705,assault w/dangerous weapon,4
2019-06-01,705,burglary,1
2019-06-01,705,homicide,0
2019-06-01,705,motor vehicle theft,4
2019-06-01,705,robbery,4
2019-06-01,705,sex abuse,0
2019-06-01,705,theft f/auto,2
2019-06-01,705,theft/other,1
2019-06-01,706,arson,0
2019-06-01,706,assault w/dangerous weapon,7
2019-06-01,706,burglary,1
2019-06-01,706,homicide,0
2019-06-01,706,motor vehicle theft,1
2019-06-01,706,robbery,1
2019-06-01,706,sex abuse,1
2019-06-01,706,theft f/auto,2
2019-06-01,706,theft/other,10
2019-06-01,707,arson,0
2019-06-01,707,assault w/dangerous weapon,2
2019-06-01,707,burglary,3
2019-06-01,707,homicide,0
2019-06-01,707,motor vehicle theft,1
